patent_number,country,title,assignee,grant_year,times_cited,status,url
8135338,US,How Satellites Handle Super Fast User Data Using Shared Antennas,Space Systems Loral,2012,25,active,https://patentbrief.org/patent/us/8135338/satellite-system-with-enhanced-payload-capacity
1141798,US,Early Car Wheel Traction Device,Individual,1915,0,public domain,https://patentbrief.org/patent/us/1141798/zipper-slide-fastener
12326604,US,How Chips Get Both Light and Electricity on a Special Glass Base,Corning,2025,1,active,https://patentbrief.org/patent/us/12326604/integrated-circuit-packages-having-electrical-and-optical-connectivity-and-metho
11416536,US,How a Recommendation System Uses Dislikes to Suggest New Content,Comcast Cable Communications,2022,3,active,https://patentbrief.org/patent/us/11416536/content-recommendation-system-11416536
9256823,US,Efficiently Updating Connections in AI Brains,Qualcomm Technologies,2016,11,active,https://patentbrief.org/patent/us/9256823/apparatus-and-methods-for-efficient-updates-in-spiking-neuron-network
11606373,US,AI System That Learns Normal Email Use to Spot and Stop Cyber Threats,Darktrace Holdings,2023,3,active,https://patentbrief.org/patent/us/11606373/cyber-threat-defense-system-protecting-email-networks-with-machine-learning-mode
10377797,US,Training Immune Cells to Fight Cancer Using Specific Markers,Immatics Biotechnologies,2019,5,active,https://patentbrief.org/patent/us/10377797/cell-epitopes-and-combination-of-cell-epitopes-for-use-in-the-immunotherapy-of-m
9282925,US,How Glucose Sensors Check Their Own Reliability for Insulin Pumps,Dexcom,2016,10,active,https://patentbrief.org/patent/us/9282925/systems-and-methods-for-replacing-signal-artifacts-in-a-glucose-sensor-data-stre
9652041,US,Precisely Stopping Device Vibrations for Better Touch Feedback,Immersion,2017,33,active,https://patentbrief.org/patent/us/9652041/haptic-device-with-linear-resonant-actuator
11235681,US,Smart EV Charging to Protect Battery Life During Long Parking,Inventus Holdings,2022,3,active,https://patentbrief.org/patent/us/11235681/curtailing-battery-degradation-of-an-electric-vehicle-during-long-term-parking
11391826,US,How Car Factories Calibrate LIDAR Sensors for Self-Driving Cars,Magna Electronics,2022,4,active,https://patentbrief.org/patent/us/11391826/vehicle-lidar-sensor-calibration-system
12085565,US,Using a Blood Marker to Predict Concussion Risk and Severity,University of Pennsylvania Penn,2024,1,active,https://patentbrief.org/patent/us/12085565/sntf-is-a-blood-biomarker-for-the-diagnosis-and-prognosis-of-sports-related-conc
12327854,US,Capturing Carbon Dioxide While Making Electricity with Hydrogen and Solar,Individual,2025,2,active,https://patentbrief.org/patent/us/12327854/apparatuses-and-methods-for-carbon-dioxide-capturing-and-electrical-energy-produ
9256834,US,How Quantum Computers Use Special Devices to Control Qubits,Microsoft Technology Licensing,2016,12,active,https://patentbrief.org/patent/us/9256834/quantum-computers-having-partial-interferometric-quantum-gates
11915111,US,How Training Systems Share AI Knowledge Without Sharing Private Student Data,CAE,2024,1,active,https://patentbrief.org/patent/us/11915111/federated-machine-learning-in-adaptive-training-systems
12340316,US,How to Build a Smart Knowledge Graph for Specific Topics,Oracle International,2025,1,active,https://patentbrief.org/patent/us/12340316/techniques-for-building-a-knowledge-graph-in-limited-knowledge-domains
11702088,US,How Car Safety Systems Turn Off When Sensors Disagree,Magna Electronics,2023,1,active,https://patentbrief.org/patent/us/11702088/vehicular-driving-assist-system-with-sensor-offset-correction
7833668,US,How Fuel Cells Reuse Exhaust Hydrogen for High Efficiency,Bloom Energy,2010,29,active,https://patentbrief.org/patent/us/7833668/fuel-cell-system-with-greater-than-95-fuel-utilization
8310051,US,How Chips Are Stacked and Wired in Tiny Phone Parts,MediaTek,2012,14,active,https://patentbrief.org/patent/us/8310051/package-on-package-with-fan-out-wlcsp
10956815,US,How to Fix Faulty Memory Cells in AI Chips,International Business Machines,2021,3,active,https://patentbrief.org/patent/us/10956815/killing-asymmetric-resistive-processing-units-for-neural-network-training
10878237,US,How Eye Tracking Systems Adapt When They Can't See Eye Glints,Seeing Machines,2020,4,active,https://patentbrief.org/patent/us/10878237/systems-and-methods-for-performing-eye-gaze-tracking
8882665,US,How Continuous Glucose Monitors Estimate Blood Sugar Levels Accurately,Medtronic Minimed,2014,9,active,https://patentbrief.org/patent/us/8882665/method-andor-system-for-multicompartment-analyte-monitoring-8882665
8387464,US,Combining Sealed and Exposed Sensors on One Microchip,Freescale Semiconductor,2013,21,active,https://patentbrief.org/patent/us/8387464/laterally-integrated-mems-sensor-device-with-multi-stimulus-sensing
8956321,US,How a Computer System Automatically Adjusts Blood Sugar in Real-Time,Ideal Medical Technologies,2015,8,active,https://patentbrief.org/patent/us/8956321/computerized-system-for-blood-chemistry-monitoring
12039012,US,Sharing AI Knowledge Between Private Datasets Using Synthetic Data,Sharecare AI,2024,1,active,https://patentbrief.org/patent/us/12039012/systems-and-methods-for-heterogeneous-federated-transfer-learning
12282696,US,How AI Transfers Visual Styles Between Images While Keeping Structure,Yeda Research and Development Co,2025,2,active,https://patentbrief.org/patent/us/12282696/method-and-system-for-semantic-appearance-transfer-using-splicing-vit-features
12518214,US,Training AI on Private Data Without Seeing It,Nant Holdings IP,2026,0,active,https://patentbrief.org/patent/us/12518214/distributed-machine-learning-systems-including-generation-of-synthetic-data
12114954,US,Uniform Scaling of Haptic Forces in Surgical Systems,Intuitive Surgical Operations,2024,1,active,https://patentbrief.org/patent/us/12114954/uniform-scaling-of-haptic-actuators
12443890,US,How Devices Train Shared AI Models While Keeping Your Data Private,Google,2025,0,active,https://patentbrief.org/patent/us/12443890/partially-local-federated-learning
12077385,US,How Warehouses Sort Items with Magnetic Levitation Shuttles,Target Brands,2024,1,active,https://patentbrief.org/patent/us/12077385/systems-and-methods-for-high-speed-warehouse-order-sortation
11295174,US,How AI Agents Learn Faster by Predicting Opponents in Parallel,Royal Bank of Canada,2022,1,active,https://patentbrief.org/patent/us/11295174/opponent-modeling-with-asynchronous-methods-in-deep-rl
12353827,US,Using Non-AI Systems to Improve AI Text Generation,Unlikely Artificial Intelligence,2025,0,active,https://patentbrief.org/patent/us/12353827/computer-implemented-methods-for-the-automated-analysis-or-use-of-data-including
12412637,US,Computer Model Designs Proteins by Matching Structure to Sequence,International Business Machines,2025,0,active,https://patentbrief.org/patent/us/12412637/embedding-based-generative-model-for-protein-design
12350368,US,Delivering Large Gene Editing Tools into Cells with Hybrid Virus-Lipid Packages,Massachusetts Institute of Technology,2025,0,active,https://patentbrief.org/patent/us/12350368/delivery-of-large-payloads
10314897,US,How a Specific Protein Fragment Can Train Immune Cells to Fight Cancer,Immatics Biotechnologies,2019,4,active,https://patentbrief.org/patent/us/10314897/peptides-and-combination-of-peptides-for-use-in-immunotherapy-against-various-ca
9256215,US,How Artificial Neurons Learn from Spikes and Internal States,Brain,2016,5,active,https://patentbrief.org/patent/us/9256215/apparatus-and-methods-for-generalized-state-dependent-learning-in-spiking-neuron
12386177,US,How Disney's Compact AR Display Uses Special Mirrors,Disney Enterprises,2025,1,active,https://patentbrief.org/patent/us/12386177/compact-augmented-reality-virtual-reality-display
11942620,US,How to Build Solid-State Batteries with Tiny Holes for Better Electrolyte,GM Global Technology Operations,2024,2,active,https://patentbrief.org/patent/us/11942620/solid-state-battery-with-uniformly-distributed-electrolyte-and-methods-of-fabric
11648507,US,How to Capture Carbon Dioxide from Air or Smoke Using Seawater,Zero Carbon Energy Innovation Union,2023,2,active,https://patentbrief.org/patent/us/11648507/process-and-apparatus-of-ocean-carbon-capture-and-storage
10335080,US,Wearable Sensor for Tracking Body Movement and Muscle Activity,Imperial Innovations,2019,2,active,https://patentbrief.org/patent/us/10335080/biomechanical-activity-monitoring
12358049,US,How to 3D Print Metal Parts with Easy-to-Remove Supports,Desktop Metal,2025,1,active,https://patentbrief.org/patent/us/12358049/interface-layers-for-removable-supports
10248907,US,How a Single Electronic Component Can Learn and Process AI Data,International Business Machines,2019,11,active,https://patentbrief.org/patent/us/10248907/resistive-processing-unit
11126171,US,AI System for Diagnosing Machines and Managing Data in Factories,Strong Force IoT Portfolio 2016,2021,3,active,https://patentbrief.org/patent/us/11126171/methods-and-systems-of-diagnosing-machine-components-using-neural-networks-and-h
12340293,US,How a System Finds and Creates Machine Learning Models,International Business Machines,2025,1,active,https://patentbrief.org/patent/us/12340293/machine-learning-model-repository-management-and-search-engine
12163952,US,Predicting and Treating Dangerous Side Effects in CAR T-Cell Therapy,Juno Therapeutics,2024,0,active,https://patentbrief.org/patent/us/12163952/determining-toxicity-risk-in-car-t-cell-therapy
11544411,US,How to Check if an AI Model Has Been Tampered With,Koninklijke Philips NV,2023,1,active,https://patentbrief.org/patent/us/11544411/machine-learning-model-validation-and-authentication
9397374,US,How to Grade Used Batteries for a Second Life,Hitachi Automotive Systems,2016,4,active,https://patentbrief.org/patent/us/9397374/secondary-battery-module-battery-information-management-device-battery-informati
11767169,US,How Warehouses Plan Pallet Stacks for Incoming Shipments,Target Brands,2023,1,active,https://patentbrief.org/patent/us/11767169/warehousing-systems-and-methods
12419940,US,New Nanoparticles for Delivering Large RNA Medicines to Cells,Massachusetts Institute of Technology,2025,0,active,https://patentbrief.org/patent/us/12419940/compositions-and-methods-for-modified-dendrimer-nanoparticle-delivery
11062694,US,Making Computer Voices Sound More Expressive from Your Speech,Amazon Technologies,2021,3,active,https://patentbrief.org/patent/us/11062694/text-to-speech-processing-with-emphasized-output-audio
11648589,US,Automated System for Emptying and Sorting Items from Shipping Containers,Target Brands,2023,1,active,https://patentbrief.org/patent/us/11648589/systems-and-methods-to-enhance-the-utilization-of-order-sortation-systems
11842324,US,AI for Spotting Dam Problems in Inspection Reports,Hohai University HHU,2023,1,active,https://patentbrief.org/patent/us/11842324/method-for-extracting-dam-emergency-event-based-on-dual-attention-mechanism
6552634,US,Designing Electronic Networks for Efficient Power Amplification,Individual,2003,57,public domain,https://patentbrief.org/patent/us/6552634/wideband-minimum-rating-filters-and-multicouplers-for-power-amplifiers
11593031,US,How Devices Use 'Credits' to Manage Data Flow to Storage,Samsung Electronics Co,2023,1,active,https://patentbrief.org/patent/us/11593031/operating-method-of-host-device-and-storage-device-using-credit
12422629,US,A Stamped Mirror to Connect Optical Fibers to Tiny Light Chips,Senko Advanced Components,2025,0,active,https://patentbrief.org/patent/us/12422629/optical-connection-of-optical-fibers-to-grating-couplers
11514901,US,How Voice Assistants Recognize Who is Talking,Amazon Technologies,2022,1,active,https://patentbrief.org/patent/us/11514901/anchored-speech-detection-and-speech-recognition
11238372,US,How AI Learns to Manage Computer Applications Using Digital Simulators,VMware,2022,1,active,https://patentbrief.org/patent/us/11238372/simulator-training-for-automated-reinforcement-learning-based-application-manage
11507851,US,How AI Connects Different Databases Using Knowledge Graphs,Samsung Electronics Co,2022,2,active,https://patentbrief.org/patent/us/11507851/system-and-method-of-integrating-databases-based-on-knowledge-graph
12307349,US,How an AI System Answers Financial Questions Using Specialized Bots,Broadridge Financial Solutions,2025,0,active,https://patentbrief.org/patent/us/12307349/systems-and-methods-of-large-language-model-driven-orchestration-of-task-specifi
12299406,US,How AI Checks Documents for Policy Rules and Compliance,Casetext,2025,0,active,https://patentbrief.org/patent/us/12299406/large-language-model-artificial-intelligence-text-evaluation-system
10019188,US,How NAND Flash Memory Adjusts to Cold Temperatures,Samsung Electronics Co,2018,5,active,https://patentbrief.org/patent/us/10019188/storage-devices-memory-systems-and-operating-methods-to-suppress-operating-error
9293619,US,Solar Cells with Built-in Smart Electronics on the Back,Solexel,2016,4,active,https://patentbrief.org/patent/us/9293619/smart-photovoltaic-cells-and-modules
12277178,US,How Music Apps Learn What You Don't Want in Playlists,Spotify AB,2025,0,active,https://patentbrief.org/patent/us/12277178/media-content-item-recommendation-system
11134620,US,Using Special Mud to Help Plants Grow Better,Individual,2021,1,active,https://patentbrief.org/patent/us/11134620/use-of-bentonite-for-improving-plant-growth-related-traits
10307129,US,Fixing Blurry Tomography Scans from Patient Movement,Samsung Electronics Co,2019,2,active,https://patentbrief.org/patent/us/10307129/apparatus-and-method-for-reconstructing-tomography-images-using-motion-informati
12248556,US,Making AI-Generated Content Traceable with a Hidden Code,Intel,2025,0,active,https://patentbrief.org/patent/us/12248556/authenticator-integrated-generative-adversarial-network-gan-for-secure-deepfake-
9411722,US,How Asynchronous Buffers Speed Up Non-Volatile Memory Access,SanDisk Technologies,2016,7,active,https://patentbrief.org/patent/us/9411722/asynchronous-fifo-buffer-for-memory-access
12181722,US,Stacking Chips with Light-Guiding Plastic Wires,Taiwan Semiconductor Manufacturing Co TSMC,2024,0,active,https://patentbrief.org/patent/us/12181722/structures-and-process-flow-for-integrated-photonic-electric-ic-package-by-using
11728052,US,TerraPower's Molten Salt Reactor with Internal Heat Exchangers,Terra Power,2023,1,active,https://patentbrief.org/patent/us/11728052/fast-spectrum-molten-chloride-test-reactors
10522884,US,Recycling Lithium-Ion Batteries to Make New Cathode Materials,Worcester Polytechnic Institute,2019,9,active,https://patentbrief.org/patent/us/10522884/method-and-apparatus-for-recycling-lithium-ion-batteries
10964084,US,Creating Realistic Character Animations with AI Networks,Adobe,2021,1,active,https://patentbrief.org/patent/us/10964084/generating-realistic-animations-for-digital-animation-characters-utilizing-a-gen
12135756,US,How Computers Automatically Tag Movies and Shows Better,Comcast Cable Communications,2024,0,active,https://patentbrief.org/patent/us/12135756/content-recommendation-system-with-weighted-metadata-annotations
12118030,US,How a Recommendation System Learns What You Really Want to Watch,Malibu Entertainment,2024,0,active,https://patentbrief.org/patent/us/12118030/dynamic-feedback-in-a-recommendation-system
12574477,US,Training AI Models Across Different Computers,Deep Sentinel,2026,0,active,https://patentbrief.org/patent/us/12574477/distributed-deep-learning-using-a-distributed-deep-neural-network
11178503,US,How Smart Speakers Adapt Sound to Your Room and Listening Spot,Dolby Laboratories Licensing,2021,1,active,https://patentbrief.org/patent/us/11178503/system-for-rendering-and-playback-of-object-based-audio-in-various-listening-env
10133281,US,How a Drone Can Fly Ahead of a Moving Vehicle,Pinnacle Vista,2018,2,active,https://patentbrief.org/patent/us/10133281/leading-drone-system
11480727,US,How a Multi-Core Optical Fiber Reduces Signal Interference,Sumitomo Electric Industries,2022,2,active,https://patentbrief.org/patent/us/11480727/multi-core-optical-fiber
12243216,US,How AI Cameras Check Factory Parts for Flaws,Musashi Auto Parts Canada,2025,0,active,https://patentbrief.org/patent/us/12243216/system-and-method-for-ai-visual-inspection
12438891,US,How Multiple AI Models Detect Unusual Behavior on Computer Networks,Cisco Technology,2025,0,active,https://patentbrief.org/patent/us/12438891/anomaly-detection-based-on-ensemble-machine-learning-model
12168044,US,Treating Liver Cancer with Specially Trained Immune Cells,Immatics Biotechnologies,2024,0,active,https://patentbrief.org/patent/us/12168044/peptides-and-combination-of-peptides-for-use-in-immunotherapy-against-non-small-
11900293,US,Tracking Shoppers and Store Items for Better Recommendations,PayPal,2024,0,active,https://patentbrief.org/patent/us/11900293/merchant-action-recommendation-system
10733420,US,How Self-Driving Cars Find Clear Paths Between Objects,GM Global Technology Operations,2020,1,active,https://patentbrief.org/patent/us/10733420/systems-and-methods-for-free-space-inference-to-break-apart-clustered-objects-in
12056602,US,How a Memristor Circuit Adjusts AI Network Weights,Qatar Foundation,2024,1,active,https://patentbrief.org/patent/us/12056602/circuit-for-calculating-weight-adjustments-of-an-artificial-neural-network-and-a
9949801,US,How Surgical Robots Reconfigure Their Arms Without Moving the Tool Tip,Intuitive Surgical Operations,2018,2,active,https://patentbrief.org/patent/us/9949801/systems-and-methods-for-commanded-reconfiguration-of-a-surgical-manipulator-usin
11836577,US,Training Robot AI Models Faster Using Smart Simulations,Amazon Technologies,2023,0,active,https://patentbrief.org/patent/us/11836577/reinforcement-learning-model-training-through-simulation
8296052,US,How Farm Vehicles Plant Evenly in Odd-Shaped Fields,CNH Amercia,2012,9,active,https://patentbrief.org/patent/us/8296052/method-for-avoiding-point-rows-for-quadrilateral-fields-using-autoguidance
8303250,US,How Wind Turbine Blades Get More Lift with Extra Parts,General Electric,2012,14,active,https://patentbrief.org/patent/us/8303250/method-and-apparatus-for-increasing-lift-on-wind-turbine-blade
10578505,US,How to Build a Tiny Pressure Sensor Inside a Silicon Chip,STMicroelectronics SRL,2020,1,active,https://patentbrief.org/patent/us/10578505/process-for-manufacturing-a-mems-pressure-sensor-and-corresponding-mems-pressure
11741188,US,How a Chip Uses Memory to Speed Up AI Calculations,Western Digital Technologies,2023,0,active,https://patentbrief.org/patent/us/11741188/hardware-accelerated-discretized-neural-network
8049150,US,How to Make Solar Troughs Catch More Sunlight at Their Ends,Skyline Solar,2011,23,active,https://patentbrief.org/patent/us/8049150/solar-collector-with-end-modifications
11704899,US,How Assistant Systems Combine Information About One Thing from Many Places,Meta Platforms,2023,0,active,https://patentbrief.org/patent/us/11704899/resolving-entities-from-multiple-data-sources-for-assistant-systems
10364282,US,Training Immune Cells to Fight Specific Cancers,Immatics Biotechnologies,2019,2,active,https://patentbrief.org/patent/us/10364282/peptides-and-combination-of-peptides-for-use-in-immunotherapy-against-esophageal
10761280,US,"A Sealed, Stamped Metal Assembly for Guiding Light in Fiber Optics",Cudoquanta Florida,2020,1,active,https://patentbrief.org/patent/us/10761280/hermetic-optical-subassembly
8209052,US,How a Robot Actuator Controls Force and Speed with Gears,Societe de Commercialisation des Produits de la Recherche Appliquee SOCPRA,2012,5,active,https://patentbrief.org/patent/us/8209052/high-performance-differential-actuator-for-robotic-interaction-tasks
8612235,US,How Speech Recognizers Use Expected Answers to Speed Up,Vocollect,2013,6,active,https://patentbrief.org/patent/us/8612235/method-and-system-for-considering-information-about-an-expected-response-when-pe
10947045,US,How Robots and Mobile Shelves Fulfill Orders in Warehouses,Target Brands,2021,1,active,https://patentbrief.org/patent/us/10947045/warehousing-and-order-fulfillment-systems-and-methods
12073952,US,Using Gas Pressure to Safely Control Liquid Fuel Nuclear Reactors,BWXT Technical Services Group,2024,0,active,https://patentbrief.org/patent/us/12073952/fail-safe-reactivity-compensation-method-for-a-nuclear-reactor
12416013,US,Boosting Plant Gene Editing and Regeneration with Special Genes,Tianjin Genovo Biotechnology Co,2025,1,active,https://patentbrief.org/patent/us/12416013/method-for-improving-plant-genetic-transformation-and-gene-editing-efficiency
12048738,US,Using mRNA to Teach the Body to Fight Prostate Cancer,Curevac SE,2024,0,active,https://patentbrief.org/patent/us/12048738/composition-for-treating-prostate-cancer-pca
12011291,US,Wearable Wrap Detects Blood Clots and Swelling in Joints,George Mason Research Foundation,2024,0,active,https://patentbrief.org/patent/us/12011291/non-invasive-wearable-biomechanical-and-physiology-monitor-for-injury-prevention
8130043,US,How Multi-Stage Power Amplifiers Save Battery Life in Wireless Devices,Anadigics,2012,13,active,https://patentbrief.org/patent/us/8130043/multi-stage-power-amplifier-with-enhanced-efficiency
11922469,US,How Computers Rank Financial News for Analysts,S&P Global,2024,0,active,https://patentbrief.org/patent/us/11922469/automated-news-ranking-and-recommendation-system
11543533,US,How to Combine Wide-Angle LiDAR Depth with Standard Camera Images,Leddartech,2023,1,active,https://patentbrief.org/patent/us/11543533/systems-and-methods-for-wide-angle-lidar-using-non-uniform-magnification-optics
10692210,US,How Computers Find Your Pupil Even With Glare,Fujitsu,2020,1,active,https://patentbrief.org/patent/us/10692210/recording-medium-storing-computer-program-for-pupil-detection-information-proces
12414825,US,How a Surgical Robot Arm's Wrist Moves Instruments,CMR Surgical,2025,0,active,https://patentbrief.org/patent/us/12414825/surgical-arm
12121527,US,Making Cancer-Fighting Antibody Drugs Safer with Precise Attachment,NBE Therapeutics AG,2024,0,active,https://patentbrief.org/patent/us/12121527/anthracycline-based-antibody-drug-conjugates-having-high-in-vivo-tolerability
12437843,US,Using AI to Predict Protein Shapes for Drug Discovery,GDM Holding,2025,0,active,https://patentbrief.org/patent/us/12437843/predicting-protein-structures-using-geometry-neural-networks-that-estimate-simil
10700376,US,How to Fast-Charge Lithium Batteries Without Damaging Them,GM Global Technology Operations,2020,8,active,https://patentbrief.org/patent/us/10700376/methods-for-fast-charging-and-detecting-lithium-plating-in-lithium-ion-batteries
12083190,US,How an mRNA Vaccine Teaches Your Body to Fight Rabies,Curevac SE,2024,0,active,https://patentbrief.org/patent/us/12083190/rabies-vaccine
11260033,US,How Tiny Particles Make CBD Easier to Absorb,Disruption Labs,2022,2,active,https://patentbrief.org/patent/us/11260033/compositions-for-the-delivery-of-therapeutic-agents-and-methods-of-use-and-makin
11560405,US,Targeting Liver and Bile Duct Cancers with Specific Immune Cells,Immatics Biotechnologies,2023,0,active,https://patentbrief.org/patent/us/11560405/peptides-and-combination-thereof-for-use-in-the-immunotherapy-against-cancers-11560405
12505360,US,How AI Learns to Fix IT Problems by Asking for Feedback,Bmc Helix,2025,0,active,https://patentbrief.org/patent/us/12505360/continuous-knowledge-graph-generation-using-causal-event-graph-feedback
7614852,US,Wind Turbine Blades with a Deeply Curved Front Surface,Individual,2009,6,active,https://patentbrief.org/patent/us/7614852/wind-turbine-blade-and-assembly
10950878,US,How a Fuel Cell Humidifier Controls Air Moisture with a Smart Valve,Hyundai Motor,2021,4,active,https://patentbrief.org/patent/us/10950878/humidifier-for-a-fuel-cell
10588983,US,How a Special Enzyme Helps Deliver Immune Drugs Under the Skin,Halozyme,2020,7,active,https://patentbrief.org/patent/us/10588983/soluble-glycosaminoglycanases-and-methods-of-preparing-and-using-soluble-glycosa
8636880,US,How to Make Hydrogen Gas and Cupric Chloride Using an Electrolysis Cell,Atomic Energy of Canada Ltd AECL,2014,3,active,https://patentbrief.org/patent/us/8636880/electrolysis-cell-for-the-conversion-of-cuprous-chloride-in-hydrochloric-acid-to
20160166668,US,How an mRNA Vaccine Targets Prostate Cancer with Six Antigens,Curevac AG,,84,active,https://patentbrief.org/patent/us/20160166668/composition-and-vaccine-for-treating-prostate-cancer
11743673,US,Smart Speaker System Adapts Sound Based on Speaker Placement,Koninklijke Philips NV,2023,0,active,https://patentbrief.org/patent/us/11743673/audio-processing-apparatus-and-method-therefor
20160168227,US,How an mRNA Vaccine for Lung Cancer Teaches the Immune System to Fight,Curevac AG,,80,active,https://patentbrief.org/patent/us/20160168227/composition-and-vaccine-for-treating-lung-cancer
11171521,US,How a Device Receives Wireless Power Using Terahertz Waves and Blockchain,Voice Life,2021,0,active,https://patentbrief.org/patent/us/11171521/receiver-device-for-facilitating-wireless-energy-reception
20220161815,US,How Autonomous Cars Process Sensor Data for Driving,Intel,,72,active,https://patentbrief.org/patent/us/20220161815/autonomous-vehicle-system
10031618,US,How Touchscreens Ignore Accidental Hovering or Palm Touches,Qualcomm,2018,1,active,https://patentbrief.org/patent/us/10031618/identifying-hover-andor-palm-input-and-rejecting-spurious-input-for-a-touch-pane
10234934,US,How Sensors Measure Body Joint Movement Across Different Sections,Medibotics,2019,27,active,https://patentbrief.org/patent/us/10234934/sensor-array-spanning-multiple-radial-quadrants-to-measure-body-joint-movement
11490056,US,How a Drone Automatically Films a Moving Car Like a Movie Crew,Toyota Motor,2022,3,active,https://patentbrief.org/patent/us/11490056/drone-system-and-method-of-capturing-image-of-vehicle-by-drone
9412678,US,How to Stack Two Computer Chips with Direct Connections,Taiwan Semiconductor Manufacturing Co TSMC,2016,1,active,https://patentbrief.org/patent/us/9412678/structure-and-method-for-3d-ic-package
11507804,US,Efficient Hardware for Spiking Neural Network Calculations,Commissariat a lEnergie Atomique et aux Energies Alternatives CEA,2022,1,active,https://patentbrief.org/patent/us/11507804/device-and-method-for-calculating-convolution-in-a-convolutional-neural-network
10514610,US,Making Tiny Chip Patterns Using Gas and Light,Taiwan Semiconductor Manufacturing Co TSMC,2019,0,active,https://patentbrief.org/patent/us/10514610/lithography-patterning-with-a-gas-phase-resist
9141832,US,Combining Radio Signals Efficiently with Special Wires,Massachusetts Institute of Technology,2015,11,active,https://patentbrief.org/patent/us/9141832/multiway-lossless-power-combining-and-outphasing-incorporating-transmission-line
8932024,US,Wind Turbine Blades with Noise-Reducing Serrated Edges,Mitsubishi Heavy Industries,2015,20,active,https://patentbrief.org/patent/us/8932024/wind-turbine-blade-and-wind-power-generator-using-the-same
12252707,US,How to Make Animals That Can Turn On CRISPR Gene Editing,Massachusetts Institute of Technology,2025,0,active,https://patentbrief.org/patent/us/12252707/delivery-engineering-and-optimization-of-systems-methods-and-compositions-for-se
10743125,US,How a Device Renders Immersive Sound Objects Using Speaker Virtualization,Dolby Laboratories Licensing,2020,1,active,https://patentbrief.org/patent/us/10743125/audio-processing-apparatus-with-channel-remapper-and-object-renderer
9727135,US,How Computers Learn to Track Your Eyes Better,Microsoft Technology Licensing,2017,2,active,https://patentbrief.org/patent/us/9727135/gaze-calibration
11661612,US,How Engineered TALE Proteins Can Edit Genes,Sangamo Therapeutics,2023,1,active,https://patentbrief.org/patent/us/11661612/dna-binding-proteins-and-uses-thereof
9854998,US,How Devices Precisely Track Glucose Across Body Compartments,Medtronic Minimed,2018,1,active,https://patentbrief.org/patent/us/9854998/method-andor-system-for-multicompartment-analyte-monitoring
20180305704,US,How to Use Many CRISPR Guides to Study Many Genes at Once,Massachusetts Institute of Technology,,44,active,https://patentbrief.org/patent/us/20180305704/crispr-cas-component-systems-methods-and-compositions-for-sequence-manipulation
11137298,US,How Fabric Sensors Measure Pressure on Your Body,University of California San Diego UCSD,2021,0,active,https://patentbrief.org/patent/us/11137298/supercapacitive-iontronic-nanofabric-sensing
20150079560,US,Headset That Shows Your Brain's Focus Level,Individual,,41,active,https://patentbrief.org/patent/us/20150079560/wearable-monitoring-and-training-system-for-focus-andor-mood
9884123,US,Targeted Platinum Drugs for Cancer Treatment,INVICTUS ONCOLOGY PVT,2018,3,active,https://patentbrief.org/patent/us/9884123/ligand-targeted-molecules-and-methods-thereof
9925149,US,How to Build Tiny Lipid Carriers for Delivering Nutrients,Nanosphere Health Sciences,2018,10,active,https://patentbrief.org/patent/us/9925149/nanoparticle-compositions-and-methods-as-carriers-of-nutraceutical-factors-acros
10818403,US,How Nuclear Power Plants Reuse Fuel Between Multiple Reactors,Nuscale Power,2020,2,active,https://patentbrief.org/patent/us/10818403/inter-module-fuel-shuffling
11542303,US,How a Specific Peptide Boosts the Immune System Against Cancer,Immatics Biotechnologies,2023,1,active,https://patentbrief.org/patent/us/11542303/peptides-and-combination-thereof-for-use-in-the-immunotherapy-against-cancers
20230044102,US,Improving AI Predictions by Factoring in How Much You Trust Each Model,Noblis,,31,active,https://patentbrief.org/patent/us/20230044102/ensemble-machine-learning-models-incorporating-a-model-trust-factor
8156057,US,How Nanoparticles Form Adaptive Neural Network Connections,Knowmtech,2012,12,active,https://patentbrief.org/patent/us/8156057/adaptive-neural-network-utilizing-nanotechnology-based-components
20180127759,US,Highly Efficient Bacterial Gene Editing Using Guide RNA and Reverse Transcriptase,Massachusetts Institute of Technology,,30,active,https://patentbrief.org/patent/us/20180127759/dynamic-genome-engineering
8912428,US,Solar Cells Made of Stacking Layers with Different Energy Gaps,Epir Technologies,2014,2,active,https://patentbrief.org/patent/us/8912428/high-efficiency-multijunction-ii-vi-photovoltaic-solar-cells
20230162023,US,Automated AI for Adapting to New Data Without Retraining,Mitsubishi Electric Research Laboratories,,46,active,https://patentbrief.org/patent/us/20230162023/system-and-method-for-automated-transfer-learning-with-domain-disentanglement
10317904,US,How a Boat Guides Air and Underwater Drones for Data Collection,Pinnacle Vista,2019,1,active,https://patentbrief.org/patent/us/10317904/underwater-leading-drone-system
12600775,US,Treating a Specific Lymphoma with Modified T Cells,Kite Pharma,2026,0,active,https://patentbrief.org/patent/us/12600775/chimeric-antigen-receptor-t-cell-therapy
20220012637,US,Training AI Models Together with Unlabeled Data Using a Teacher,Nokia Technologies Oy,,37,active,https://patentbrief.org/patent/us/20220012637/federated-teacher-student-machine-learning
9181624,US,Making Caustic Soda with Less Salt Using a Special Electrolysis Cell,Chlorine Engineers Corp,2015,7,active,https://patentbrief.org/patent/us/9181624/method-of-electrolysis-employing-two-chamber-ion-exchange-membrane-electrolytic-
